CodProj;Ano Carregamento;Recursos Humanos;Viagens e Diárias;Outras despesas;Material de Consumo;Material Permanente;Serviço de Terceiros;Custo Total Previsto
PD-00405-0007;2011;$370.000,00;$120.000,00;$32.800,00;;$1.112.000,00;$100.000,00;$1.734.800,00
PD-00405-0008;2011;$572.120,00;$20.000,00;$135.309,41;$0,00;$220.000,00;$151.200,00;$1.098.629,41
PD-00405-0009;2012;$1.798.408,00;$270.000,00;$428.000,00;$0,00;$6.617.000,00;$50.000,00;$9.163.408,00
PD-00405-0010;2013;$282.328,80;$47.500,00;$115.000,00;$88.200,00;$293.336,00;$194.500,00;$1.020.864,80
PD-00405-0011;2014;$1.984.450,00;$367.050,00;$317.174,50;$113.840,00;$735.010,00;$526.500,00;$4.044.024,50
PD-00405-0012;2014;$2.407.805,00;$453.600,00;$527.050,00;$120.000,00;$2.790.700,00;$1.233.660,00;$7.532.815,00
PD-00405-0304;2012;$1.484.240,00;$44.160,00;$0,00;$0,00;$437.000,00;$215.000,00;$2.180.400,00
PD-00405-1507;2015;$1.662.000,00;$150.000,00;$22.000,00;;;;$1.834.000,00
PD-00405-1508;2015;$3.518.678,00;$241.000,00;$175.472,00;;$2.000.000,00;;$5.935.150,00
PD-00405-1603;2016;$1.730.244,00;$148.960,00;$143.104,40;;$21.250,00;$119.000,00;$2.162.558,40
PD-00405-1701;2017;$2.100.404,04;$157.659,57;$216.040,40;;$92.240,00;$944.000,00;$3.510.344,01
PD-00405-1703;2017;$2.046.120,00;$48.000,00;$66.606,00;;$2.511.500,00;$549.000,00;$5.221.226,00
PD-00405-1804;2018;$1.961.780,00;$82.000,00;$196.178,00;$90.000,00;$213.000,00;;$2.542.958,00
PD-00405-1805;2018;$1.965.294,72;$38.610,00;$139.600,00;;$120.000,00;;$2.263.504,72
PD-00405-1910;2020;$1.079.453,52;$158.310,00;$175.339,95;$7.200,00;;$924.296,00;$2.344.599,47
PD-00405-2003;2020;$2.346.240,00;$72.050,00;$93.232,00;;$417.160,00;;$2.928.682,00
PD-00405-2004;2020;$1.147.900,00;$82.000,00;$67.140,00;$30.000,00;$479.000,01;;$1.806.040,01
PD-00405-2005;2020;$817.200,00;$77.500,00;$56.075,00;$99.410,25;$966.096,67;$411.505,00;$2.427.786,92
PD-00405-2101;2021;$1.467.598,00;$38.150,00;$16.519,78;$58.000,00;;$200.070,00;$1.780.337,78
PD-00414-0001;2012;$609.750,00;$154.000,00;$24.000,00;$6.000,00;$50.000,00;$120.000,00;$963.750,00
PD-00414-0049;2017;$2.337.186,40;$158.400,00;$378.999,92;;$28.390,00;$180.000,00;$3.082.976,32
PD-00453-0006;2011;$268.000,00;$40.000,00;;;;;$308.000,00
PD-00453-0007;2011;$512.132,80;$12.000,00;$20.820,00;;;;$544.952,80
PD-00453-0008;2011;$455.355,68;;$69.644,32;;;;$525.000,00
PD-00453-0009;2011;$240.495,00;$27.990,00;;;;;$268.485,00
PD-00453-0010;2011;$794.299,19;$30.400,00;;$130.000,00;$15.500,80;$16.800,00;$986.999,99
PD-00553-0017;2011;$1.420.000,00;;;;;;$1.420.000,00
PD-00610-1004;2015;$216.094,05;$27.690,21;$7.979,05;;;$54.846,69;$306.610,00
PD-00642-0002;2015;$1.042.141,14;$440.120,00;$36.000,00;;;;$1.518.261,14
PD-00655-0659;2018;$1.350.000,00;$75.000,00;$372.000,00;$48.000,00;$240.000,00;$1.560.000,00;$3.645.000,00
PD-00667-0003;2018;$580.575,88;;$149.542,27;$149.542,27;;;$879.660,42
PD-00673-0021;2019;$1.047.249,69;$68.000,00;$171.996,48;$20.000,00;$195.000,00;$1.315.636,36;$2.817.882,53
PD-00678-0118;2018;$51.500,01;$18.000,00;$112.000,00;;;$180.000,00;$361.500,01
PD-00678-0120;2020;$960.738,76;$20.000,00;$5.000,00;;$30.000,00;;$1.015.738,76
PD-00678-0314;2014;$1.101.520,00;$32.083,20;;;;;$1.133.603,20
PD-00700-0112;2012;$772.000,00;$30.000,00;$0,00;$2.000,00;$34.000,00;$0,00;$838.000,00
PD-02290-0051;2016;$248.400,00;$190.000,00;$140.000,00;;$1.574.655,00;$434.032,80;$2.587.087,80
PD-02331-0001;2009;$30.000,00;$37.500,00;;;;;$67.500,00
PD-02331-0002;2009;$59.520,00;$9.600,00;;$5.000,00;$48.000,00;;$122.120,00
PD-02331-0005;2009;$49.600,00;$34.000,00;;;;;$83.600,00
PD-02393-0003;2013;$453.120,00;$59.164,00;$132.800,00;$17.000,00;$30.000,00;$175.000,00;$867.084,00
PD-02606-0001;2009;$1.476.480,00;$70.000,00;$163.548,00;$3.000,00;$94.000,00;$153.000,00;$1.960.028,00
PD-02606-0002;2009;$941.452,92;$164.687,45;$164.313,36;$62.677,98;$89.991,16;$570.000,00;$1.993.122,87
PD-02607-0001;2009;$219.780,00;$12.692,20;$9.670,24;$7.857,07;$168.020,49;$136.290,00;$554.310,00
PD-02607-0002;2009;$163.057,04;$29.747,80;$24.280,80;;;$51.921,21;$269.006,85
PD-02607-0003;2009;$233.485,32;$112.701,84;$19.154,83;;$35.898,79;$19.019,84;$420.260,62
PD-02607-0004;2010;$1.515.180,00;$59.500,00;$1.000,00;$15.000,00;$75.000,00;$30.000,00;$1.695.680,00
PD-02607-0005;2010;$728.280,00;$6.600,00;$2.000,00;;;;$736.880,00
PD-02607-0044;2016;$3.247.557,89;$571.391,00;$14.542,00;$8.693,00;$203.717,00;$659.294,28;$4.705.195,17
PD-02608-1101;2011;$1.088.032,00;$37.600,00;$140.850,06;$28.000,00;$395.000,00;$80.000,00;$1.769.482,06
PD-02608-1201;2015;$1.415.600,00;$197.872,00;$135.128,00;;$102.000,00;$248.200,00;$2.098.800,00
PD-02608-1346;2015;$347.500,00;$47.000,00;;;;$315.000,00;$709.500,00
PD-02608-7503;2015;$1.742.400,00;$823.000,00;$325.500,00;;$3.014.000,00;$950.000,00;$6.854.900,00
PD-02609-0001;2011;;$36.000,00;;$10.000,00;$50.000,00;;$96.000,00
PD-02609-0003;2014;$1.646.120,00;$432.550,00;$157.169,91;$37.500,04;$144.198,00;;$2.417.537,95
PD-02609-0042;2016;;;$442.561,62;;;;$442.561,62
PD-02648-0001;2009;$1.113.120,00;$90.000,00;$59.722,20;$81.000,00;;$162.000,00;$1.505.842,20
PD-02651-0001;2009;$1.113.800,00;$108.000,00;$75.000,00;$30.000,00;$154.800,00;$60.000,00;$1.541.600,00
PD-02651-0002;2009;$637.500,00;$109.000,00;$10.000,00;$5.400,00;$78.100,00;$69.000,00;$909.000,00
PD-02651-0003;2009;$1.594.800,00;$59.100,00;$197.322,36;$24.000,00;;$263.000,00;$2.138.222,36
PD-02651-0004;2009;$1.594.800,00;$59.100,00;$197.322,36;$24.000,00;;$263.000,00;$2.138.222,36
PD-02651-0005;2009;$985.600,00;$115.000,00;$38.000,00;$0,00;$54.000,00;$60.000,00;$1.252.600,00
PD-02651-0008;2013;$1.215.130,00;$155.000,00;$8.000,00;$8.000,00;$67.000,00;$274.400,00;$1.727.530,00
PD-02651-0009;2013;$836.240,00;$90.000,00;$22.000,00;;$153.000,00;$150.000,00;$1.251.240,00
PD-02651-0010;2013;$1.260.480,00;$88.000,00;$28.000,00;$5.400,00;$135.000,00;$275.000,00;$1.791.880,00
PD-02651-0011;2015;$2.186.760,00;$180.150,00;$201.988,60;$422.400,00;$285.600,00;$774.000,00;$4.050.898,60
PD-02651-0012;2016;$1.929.810,00;$135.250,00;$4.000,00;$2.500,00;$204.000,00;$110.000,00;$2.385.560,00
PD-02651-0013;2017;$2.325.430,29;$191.000,00;$204.300,00;$60.000,00;$340.500,00;$180.000,00;$3.301.230,29
PD-02651-0014;2017;$2.325.856,00;$208.500,00;$750.829,93;$180.000,00;$1.425.600,00;$1.079.800,00;$5.970.585,93
PD-02651-0015;2017;$1.312.320,00;$60.000,00;$86.400,00;$7.500,00;$16.000,00;$360.000,00;$1.842.220,00
PD-02651-0016;2018;$1.427.136,00;$165.500,00;$111.304,88;$22.700,00;$334.503,42;$500.080,00;$2.561.224,30
PD-02651-0017;2019;$1.644.840,00;$300.500,00;$279.450,00;$200.000,00;$1.057.000,00;$150.000,00;$3.631.790,00
PD-02866-0001;2009;$503.920,00;$60.000,00;;$2.500,00;$156.500,00;$18.000,00;$740.920,00
PD-02866-0002;2009;$1.165.900,00;$32.000,00;$0,00;$240.000,00;$709.000,00;;$2.146.900,00
PD-02866-0003;2009;$3.874.296,00;$36.800,00;$224.080,00;$9.600,00;$367.200,00;$330.880,00;$4.842.856,00
PD-02866-0004;2009;$519.800,00;$61.000,00;$65.932,00;$12.000,00;$75.000,00;$30.000,00;$763.732,00
PD-02866-0005;2009;$1.028.924,00;$48.000,00;$97.560,00;$30.000,00;$770.000,00;$244.000,00;$2.218.484,00
PD-02866-0006;2009;$1.028.924,00;$48.000,00;$97.560,00;$30.000,00;$770.000,00;$244.000,00;$2.218.484,00
PD-02866-0007;2009;$847.800,00;$144.000,00;$126.000,00;$30.000,00;$60.000,00;$152.000,00;$1.359.800,00
PD-02866-0210;2011;$2.715.494,00;$142.500,00;$103.364,00;$6.300,00;$27.500,00;;$2.995.158,00
PD-02866-0242;2011;$550.988,00;$14.400,00;$28.872,00;$76.300,00;$40.000,00;$40.000,00;$750.560,00
PD-02866-0256;2011;$2.853.395,00;$205.000,00;$272.868,00;$48.000,00;$406.000,00;$126.600,00;$3.911.863,00
PD-02866-0258;2012;$1.724.512,00;$29.400,00;$50.000,00;$45.000,00;$1.543.400,00;$109.400,00;$3.501.712,00
PD-02866-0264;2011;$980.404,00;$60.800,00;$81.472,92;$36.000,00;$625.000,00;$250.912,00;$2.034.588,92
PD-02866-0268;2012;$1.122.205,00;$71.000,00;$90.889,92;$354.000,00;$136.000,00;$30.000,00;$1.804.094,92
PD-02866-0272;2013;$294.840,00;$129.800,00;$24.000,00;;$114.000,00;;$562.640,00
PD-02866-0274;2015;$1.254.392,00;$31.500,00;$69.000,00;$67.000,00;$737.000,00;$100.000,00;$2.258.892,00
PD-02866-0276;2012;$1.748.404,00;$83.000,00;$123.420,00;$44.600,00;$235.900,00;$18.000,00;$2.253.324,00
PD-02866-0306;2012;$2.096.672,00;$175.000,00;$392.739,72;$18.000,00;$2.089.100,00;$378.000,00;$5.149.511,72
PD-02866-0308;2013;$1.794.620,00;$136.000,00;$147.000,00;$18.000,00;$475.000,00;$21.600,00;$2.592.220,00
PD-02866-0310;2013;$1.114.756,00;$66.000,00;$103.500,00;$122.600,00;$273.000,00;$330.000,00;$2.009.856,00
PD-02866-0314;2013;$1.119.980,00;$51.000,00;$92.000,00;$65.000,00;$219.500,00;$45.000,00;$1.592.480,00
PD-02866-0322;2014;$968.488,00;$200.000,00;$89.700,00;$18.000,00;$724.000,00;$150.000,00;$2.150.188,00
PD-02866-0326;2015;$1.284.280,00;$18.000,00;$93.500,00;$94.500,00;$507.000,00;$42.000,00;$2.039.280,00
PD-02866-0330;2014;$1.765.420,00;$72.000,00;$321.160,00;$10.000,00;$1.123.080,00;$27.000,00;$3.318.660,00
PD-02866-0332;2015;$1.947.996,00;$170.400,00;$181.873,64;$95.244,16;$883.140,00;$316.824,54;$3.595.478,34
PD-02866-0342;2013;$2.595.548,00;$190.000,00;$225.625,08;$23.500,00;$496.800,00;$434.000,00;$3.965.473,08
PD-02866-0346;2014;$2.208.920,00;$244.000,00;$172.732,00;$68.000,00;$676.075,00;$32.400,00;$3.402.127,00
PD-02866-0366;2017;$2.485.386,00;$122.394,48;$191.700,36;$90.193,50;$572.154,80;$463.563,82;$3.925.392,96
PD-02866-0370;2014;$1.653.515,00;$44.400,00;$128.000,00;;$22.600,00;$160.000,00;$2.008.515,00
PD-02866-0376;2016;$2.277.160,77;$54.000,00;$327.600,00;$156.000,00;$890.000,00;$372.800,00;$4.077.560,77
PD-02866-0378;2015;$1.897.644,00;$36.000,00;$158.380,00;$103.800,00;$851.500,00;$340.000,00;$3.387.324,00
PD-02866-0380;2015;$2.283.080,00;$211.626,00;$235.502,64;$377.200,00;$641.750,00;$327.000,00;$4.076.158,64
PD-02866-0390;2015;$1.879.170,00;$76.000,00;$255.238,64;$187.000,00;$326.000,00;$80.000,00;$2.803.408,64
PD-02866-0396;2015;$2.211.500,00;$37.260,00;$289.220,00;$5.400,00;$23.000,00;$10.000,00;$2.576.380,00
PD-02866-0400;2016;$1.909.232,00;$131.900,00;$266.020,88;$149.600,00;$191.000,00;$105.000,00;$2.752.752,88
PD-02866-0404;2016;$2.950.075,00;$102.600,00;$364.503,04;$23.600,00;$924.500,00;$349.500,00;$4.714.778,04
PD-02866-0408;2016;$2.703.520,00;$60.000,00;$256.580,84;$117.800,00;$306.600,00;$77.998,00;$3.522.498,84
PD-02866-0410;2015;$1.939.980,00;$45.000,00;$223.659,84;$19.000,00;$71.000,00;$130.000,00;$2.428.639,84
PD-02866-0420;2017;$617.242,72;$84.752,02;$53.971,20;$112.422,00;$134.920,00;$336.866,26;$1.340.174,20
PD-02866-0422;2018;$1.582.078,00;$129.855,00;$245.804,16;$109.000,00;$12.000,00;$107.000,00;$2.185.737,16
PD-02866-0430;2018;$2.078.749,66;$93.000,00;$178.466,80;;$78.000,00;;$2.428.216,46
PD-02866-0440;2016;$408.600,00;$180.000,00;$1.021.599,90;$5.400,00;$12.000,00;$1.268.400,10;$2.896.000,00
PD-02866-0442;2016;$4.605.884,00;$160.800,00;$1.051.642,08;$32.100,00;$6.297.381,00;$98.600,00;$12.246.407,08
PD-02866-0444;2016;$7.883.432,00;$434.000,00;$3.615.100,00;$72.000,00;$7.673.000,00;$540.000,00;$20.217.532,00
PD-02866-0450;2016;$2.909.185,00;$121.000,00;$347.572,30;$11.000,00;$1.220.000,00;$130.000,00;$4.738.757,30
PD-02866-0452;2016;$4.178.086,00;$246.000,00;$733.342,35;$155.960,00;$2.656.621,97;$628.400,00;$8.598.410,32
PD-02866-0454;2016;$4.519.856,00;$268.100,00;$302.040,00;$287.000,00;$12.070.000,00;;$17.446.996,00
PD-02866-0456;2021;$2.816.391,32;$142.000,00;$274.820,16;;$390.000,00;$27.000,00;$3.650.211,48
PD-02866-0460;2016;$1.405.608,00;$98.000,00;$52.000,00;$23.000,00;$1.229.880,00;$46.500,00;$2.854.988,00
PD-02866-0462;2016;$2.410.112,00;$185.600,00;$334.000,00;$20.000,00;$501.000,00;$646.000,00;$4.096.712,00
PD-02866-0464;2017;$3.891.312,80;$343.950,00;$652.109,79;$50.200,00;$4.500.716,00;$749.200,00;$10.187.488,59
PD-02866-0466;2017;$702.535,20;$100.500,00;$214.800,00;$100.000,00;$502.542,26;$238.200,00;$1.858.577,46
PD-02866-0468;2017;$2.626.552,80;$200.200,00;$286.994,44;$600.000,00;$1.754.730,00;$100.000,00;$5.568.477,24
PD-02866-0470;2017;$1.698.502,80;$149.850,00;$597.999,96;$829.251,00;$4.566.955,00;$635.250,00;$8.477.808,76
PD-02866-0472;2017;$1.326.512,80;$5.000,00;$192.900,00;$250.000,00;$1.130.000,00;$144.000,00;$3.048.412,80
PD-02866-0478;2021;$3.408.156,70;$147.000,00;$817.380,00;$182.000,00;$580.500,00;$248.600,00;$5.383.636,70
PD-02866-0480;2019;$3.300.405,61;$222.600,00;$446.420,00;$76.240,00;$104.200,00;$704.780,00;$4.854.645,61
PD-02866-0484;2018;$1.425.170,92;$192.000,00;$2.350.369,52;;$1.141.000,00;$730.000,00;$5.838.540,44
PD-02866-0490;2018;$3.005.304,00;$51.000,00;$793.306,40;$96.000,00;$1.360.000,00;$123.000,00;$5.428.610,40
PD-02866-0496;2018;$2.020.236,00;$143.250,00;$701.992,64;$1.000,00;;;$2.866.478,64
PD-02866-0503;2019;$2.718.864,10;$168.000,00;$459.696,00;$18.000,00;$1.186.200,00;$258.048,00;$4.808.808,10
PD-02866-0504;2018;$3.123.255,28;$439.500,00;$327.809,20;$4.200,00;$2.500,00;;$3.897.264,48
PD-02866-0506;2019;$2.734.528,80;$131.000,00;$288.600,00;;$130.000,00;$38.625,00;$3.322.753,80
PD-02866-0507;2019;$2.278.262,40;$140.000,00;$303.211,84;$20.000,00;$46.000,00;$204.000,00;$2.991.474,24
PD-02866-0508;2021;$5.068.043,20;$328.059,99;$557.811,60;$193.016,99;$416.000,00;$152.000,00;$6.714.931,78
PD-02866-0509;2019;$3.444.565,50;$60.000,00;$506.547,99;$2.000,16;$960.000,00;;$4.973.113,65
PD-02866-0510;2019;$3.663.258,50;$155.039,49;$514.552,20;;$84.409,45;$457.666,00;$4.874.925,64
PD-02866-0511;2021;$1.178.656,80;$64.000,00;$285.500,00;;$40.000,00;$1.305.000,00;$2.873.156,80
PD-02866-0512;2019;$1.881.380,78;$41.828,00;$220.000,00;;$104.720,00;$88.820,10;$2.336.748,88
PD-02866-0513;2021;$2.704.092,90;$91.520,00;$586.200,08;$6.400,00;$1.352.932,00;$150.000,00;$4.891.144,98
PD-02866-0514;2021;$3.317.648,00;$194.500,00;$381.477,28;;$70.809,45;$120.000,00;$4.084.434,73
PD-02866-0515;2019;$3.215.583,20;$84.000,00;$555.684,00;$351.562,80;$97.720,00;$588.620,00;$4.893.170,00
PD-02866-0516;2019;$1.338.940,30;$106.600,00;$255.313,00;;$264.290,00;$58.000,00;$2.023.143,30
PD-02866-0517;2019;$5.515.155,20;$125.000,00;$967.600,00;$86.000,00;$3.485.355,65;$185.000,00;$10.364.110,85
PD-02866-0518;2019;$5.784.003,40;$164.910,00;$559.216,00;$26.400,00;$740.112,47;$171.620,00;$7.446.261,87
PD-02866-0519;2019;$2.578.990,00;$279.420,00;$518.859,84;$22.600,00;$2.077.000,00;$425.000,00;$5.901.869,84
PD-02866-0520;2020;$2.408.580,50;$77.500,00;$142.999,84;$10.000,00;$191.000,00;$47.000,00;$2.877.080,34
PD-02866-0521;2020;$1.009.840,03;$15.000,00;$8.000,00;;$6.600,00;$82.000,00;$1.121.440,03
PD-02866-0525;2019;$3.241.633,00;$109.000,00;$437.584,00;$18.000,00;$690.000,00;$325.360,00;$4.821.577,00
PD-02866-0526;2020;$4.871.402,00;$123.750,00;$636.522,60;;$1.270.000,00;$222.250,00;$7.123.924,60
PD-02866-0527;2020;$2.968.109,76;$99.650,00;$283.867,84;;$50.000,00;;$3.401.627,60
PD-02866-0528;2021;$1.414.922,00;$61.200,00;$289.252,20;$43.500,00;$819.500,00;$186.000,00;$2.814.374,20
PD-02904-0001;2009;$238.440,00;;$28.600,00;;$16.900,00;$25.720,00;$309.660,00
PD-02904-0020;2020;$850.000,00;$56.500,00;$8.500,00;$5.000,00;$30.000,00;;$950.000,00
PD-02934-0012;2012;$353.760,00;$24.000,00;$7.500,00;;$4.217.000,00;$9.526.400,00;$14.128.660,00
PD-02934-0015;2020;$708.509,29;$20.000,00;$40.000,00;;;$284.005,87;$1.052.515,16
PD-02937-0045;2011;$2.480.000,00;$223.000,00;$178.000,00;;;$2.492.000,00;$5.373.000,00
PD-02937-3015;2015;$914.260,00;$28.200,00;$17.000,00;$3.000,00;$1.182.500,00;$965.000,00;$3.109.960,00
PD-02937-3018;2016;$2.857.600,00;$321.510,00;$206.193,00;$15.300,00;$20.687.108,00;;$24.087.711,00
PD-02937-3022;2017;$1.481.280,00;$121.600,00;$28.000,00;$7.200,00;$248.500,00;$572.392,40;$2.458.972,40
PD-02937-3033;2017;$593.380,00;$56.000,00;$131.957,00;$117.800,00;$381.500,00;$91.000,00;$1.371.637,00
PD-02937-3040;2018;$1.670.540,00;$210.920,00;$22.000,00;$28.000,00;$87.600,00;$135.000,00;$2.154.060,00
PD-02949-2405;2019;$511.971,35;$26.000,00;$7.296,32;$0,00;$0,00;$0,00;$545.267,67
PD-03033-0002;2013;$131.858,10;;;;;;$131.858,10
PD-03052-1101;2011;$17.600,00;$9.300,00;;$3.500,00;$45.000,00;$4.700,00;$80.100,00
PD-03223-0001;2009;$50.400,00;$4.500,00;$3.400,00;$500,00;$8.000,00;;$66.800,00
PD-03223-0002;2009;$50.400,00;$4.500,00;$3.400,00;$500,00;$8.000,00;;$66.800,00
PD-03223-0003;2009;$50.400,00;$4.500,00;$6.400,00;$500,00;$8.000,00;;$69.800,00
PD-03223-0004;2011;$937.892,69;$68.420,00;$24.900,00;;$45.900,00;;$1.077.112,69
PD-03223-0005;2014;$1.386.738,32;$141.250,00;;;$72.394,96;$108.592,44;$1.708.975,72
PD-03619-0901;2009;$328.700,00;$21.500,00;$57.830,00;$7.000,00;$29.850,00;$44.000,00;$488.880,00
PD-03619-0902;2009;$450.160,00;$34.500,00;$27.000,00;$19.500,00;$129.500,00;;$660.660,00
PD-03619-0903;2009;$303.710,00;$16.000,00;$21.000,00;$49.400,00;$28.000,00;$11.000,00;$429.110,00
PD-03619-0904;2009;$193.880,00;$17.500,00;;$7.800,00;$12.000,00;$6.000,00;$237.180,00
PD-03619-1001;2010;$463.520,00;$8.000,00;$18.000,00;$74.000,00;$28.000,00;$48.000,00;$639.520,00
PD-03619-1002;2010;$360.150,00;$8.000,00;$3.000,00;$10.000,00;$25.000,00;$43.000,00;$449.150,00
PD-03619-1003;2010;$376.846,00;$24.460,00;;;;$35.000,00;$436.306,00
PD-03619-1004;2010;$411.620,00;$13.600,00;$17.890,00;$1.800,00;$14.000,00;$30.020,00;$488.930,00
PD-03945-0113;2013;$753.400,00;$15.777,80;$97.391,12;$3.600,00;$12.000,00;$76.800,00;$958.968,92
PD-03945-0114;2014;$1.757.220,00;$52.360,00;;;$141.700,00;$58.750,00;$2.010.030,00
PD-03946-1001;2010;$383.340,00;;$27.000,00;$4.500,00;;$52.800,00;$467.640,00
PD-04380-0001;2009;$1.257.360,00;$286.000,00;$164.528,00;$100.000,00;$67.000,00;$415.000,00;$2.289.888,00
PD-04380-0002;2015;$1.708.790,68;$147.000,00;$52.096,20;$50.000,00;$224.500,00;$30.000,00;$2.212.386,88
PD-04734-0001;2009;$181.840,00;;;;$6.115,00;$25.950,00;$213.905,00
PD-04734-0002;2011;$183.752,00;;;$16.250,00;;;$200.002,00
PD-04734-0003;2012;$184.000,00;;;$16.000,00;;;$200.000,00
PD-04734-0004;2012;$238.000,00;$8.400,00;;$33.600,00;;$14.000,00;$294.000,00
PD-04734-0005;2014;$139.012,15;;;$12.343,35;$118.712,00;$33.932,50;$304.000,00
PD-04734-0006;2017;$668.220,02;;;$15.750,00;$246.749,99;$62.999,99;$993.720,00
PD-04734-0007;2020;$424.136,01;$57.400,00;$53.892,80;$35.500,01;$106.400,00;$311.620,00;$988.948,82
PD-04825-0002;2010;$361.200,00;$34.760,00;$107.368,00;$4.000,00;$231.000,00;$105.200,00;$843.528,00
PD-04825-0003;2011;$823.096,32;$45.500,00;$105.975,00;$3.000,00;$353.000,00;$597.000,00;$1.927.571,32
PD-04825-0004;2011;$825.960,00;$96.900,00;$150.988,00;$54.000,00;$487.124,10;$383.459,30;$1.998.431,40
PD-04825-0005;2017;$1.570.920,00;$127.500,00;$180.779,52;$380.000,00;$416.050,00;$880.000,00;$3.555.249,52
PD-04825-0006;2019;$2.000.876,64;$116.000,00;$304.460,00;$96.000,00;$554.080,00;$280.000,00;$3.351.416,64
PD-04835-0058;2018;$855.000,00;$29.000,00;$114.000,00;$15.000,00;$69.000,00;$318.000,00;$1.400.000,00
PD-04906-0001;2010;$508.860,00;$130.530,00;$84.670,00;$33.340,00;$185.750,00;$110.300,00;$1.053.450,00
PD-04906-0052;2017;$1.051.920,00;$246.000,00;$94.474,98;$13.500,00;$140.000,00;$596.000,00;$2.141.894,98
PD-04950-0294;2011;$820.680,00;$73.200,00;$181.785,00;$10.000,00;$125.000,00;$439.200,00;$1.649.865,00
PD-04950-0297;2010;$1.090.976,00;$104.900,00;$86.848,00;$83.500,00;$394.000,00;$76.600,00;$1.836.824,00
PD-04950-0298;2012;$833.264,00;$25.000,00;$85.425,60;$26.400,00;$415.568,00;$603.633,12;$1.989.290,72
PD-04950-0302;2010;$1.441.060,00;$29.600,00;$552.846,00;;$20.000,00;$451.600,00;$2.495.106,00
PD-04950-0305;2010;$582.068,00;$51.120,00;$328.464,00;$24.000,00;$55.000,00;$108.894,00;$1.149.546,00
PD-04950-0306;2010;$6.288.620,00;$54.000,00;;;$12.839.840,00;$2.683.500,00;$21.865.960,00
PD-04950-0308;2012;$2.052.022,56;$78.500,00;$1.029.966,13;$3.600,00;$1.836.985,35;$1.489.145,00;$6.490.219,04
PD-04950-0309;2012;$971.210,00;$34.800,00;$167.597,50;$24.900,00;$326.680,00;$627.080,00;$2.152.267,50
PD-04950-0310;2010;$845.220,00;$49.000,00;$934.810,12;$28.800,00;$240.000,00;$5.000,00;$2.102.830,12
PD-04950-0311;2010;$1.426.749,80;$67.475,00;$163.547,25;$329.050,00;$34.250,00;$9.600,00;$2.030.672,05
PD-04950-0312;2012;$794.110,00;$13.320,00;$305.420,50;$0,00;$90.000,00;$22.000,00;$1.224.850,50
PD-04950-0316;2010;$1.359.750,00;$29.600,00;$1.052.795,00;;$20.000,00;$384.400,00;$2.846.545,00
PD-04950-0317;2010;$547.811,00;$32.000,00;$449.812,43;$4.500,00;$36.900,00;$3.600,00;$1.074.623,43
PD-04950-0318;2011;$1.280.908,00;$37.000,00;$836.534,45;$12.600,00;$647.257,00;$214.284,00;$3.028.583,45
PD-04950-0319;2012;$2.067.136,98;$72.244,00;$516.043,20;$61.500,00;$159.800,00;$92.812,74;$2.969.536,92
PD-04950-0320;2010;$1.307.846,00;$58.600,00;$533.155,00;;$105.000,00;$538.000,00;$2.542.601,00
PD-04950-0323;2010;$1.149.852,00;$38.000,00;$60.000,00;;;$562.700,00;$1.810.552,00
PD-04950-0325;2010;$357.100,00;$7.920,00;$15.288,00;$28.080,00;$205.324,00;$423.976,00;$1.037.688,00
PD-04950-0326;2010;$616.055,00;$20.000,00;$30.000,00;;$17.000,00;$732.100,00;$1.415.155,00
PD-04950-0327;2010;$2.644.760,00;$30.000,00;$493.890,00;$20.000,00;$287.000,00;$585.000,00;$4.060.650,00
PD-04950-0329;2012;$2.155.990,70;$44.000,00;$380.225,00;$88.404,00;$914.860,71;$92.250,00;$3.675.730,41
PD-04950-0330;2010;$1.879.396,00;$20.380,00;$2.250,00;;;;$1.902.026,00
PD-04950-0362;2010;$2.779.260,00;$349.280,00;;;$390.000,00;$580.000,00;$4.098.540,00
PD-04950-0363;2010;$910.423,80;$8.600,00;$106.540,00;;$18.424,00;$31.810,00;$1.075.797,80
PD-04950-0364;2012;$1.826.530,00;$290.400,04;$151.327,00;$82.650,00;$859.039,00;$738.905,76;$3.948.851,80
PD-04950-0365;2011;$1.041.920,00;$96.640,00;$91.550,16;$10.800,00;$40.000,00;$418.000,00;$1.698.910,16
PD-04950-0368;2011;$659.917,00;$90.000,00;$194.765,00;$12.900,00;$224.700,00;;$1.182.282,00
PD-04950-0369;2012;$617.352,40;$28.200,00;$19.543,92;$80.000,00;$59.000,00;$904.246,50;$1.708.342,82
PD-04950-0370;2011;$1.009.485,00;$19.500,00;$71.685,00;$2.540,00;$56.030,00;$596.585,00;$1.755.825,00
PD-04950-0371;2012;$588.118,80;$60.000,00;$31.149,50;$3.000,00;$0,00;$0,00;$682.268,30
PD-04950-0372;2010;$281.154,72;$13.200,00;$14.822,00;$2.000,00;$15.040,00;$84.800,00;$411.016,72
PD-04950-0373;2012;$2.813.470,40;$279.309,55;$108.347,41;$924.559,89;$351.600,00;$770.320,31;$5.247.607,56
PD-04950-0377;2011;$860.160,00;$18.000,00;$230.331,97;$23.100,00;$40.000,00;$223.780,00;$1.395.371,97
PD-04950-0378;2011;$1.236.664,80;$113.160,00;$62.400,00;$110.800,00;$206.000,00;;$1.729.024,80
PD-04950-0379;2012;$3.462.931,84;$134.670,00;$589.000,00;$465.640,00;$92.000,00;$175.800,00;$4.920.041,84
