"","X","id","fonte_de_dados","data_assinatura","data_limite","duracao_dias","titulo_projeto","status_projeto","valor_contratado","valor_executado_2013_2020","nome_agente_financiador","natureza_agente_financiador","modalidade_financiamento","nome_agente_executor","natureza_agente_executor","uf_ag_executor","regiao_ag_executor","natureza_financiamento","p.d_ou_demonstracao","valor_executado_2013","valor_executado_2014","valor_executado_2015","valor_executado_2016","valor_executado_2017","valor_executado_2020","motor","categorias","cat2","existe"
"1045",1045,"ANEEL-PD-00394-1503","ANEEL","2015-08-20","2018-08-19",1095,"Desenvolvimento de novas tecnologias para automação de processos em segurança de barragens","EM ATRASO",8990142,8965511.4739726,"FURNAS-CENTRAIS ELÉTRICAS S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,1091953.32054795,2996714,2988503.82465753,0,"desenvolvimento de novas tecnologias para automacao de processos em seguranca de barragens geracao fontes alternativas de geracao de energia eletrica","nenhuma categoria encontrada",3.7,"sim"
"1046",1046,"ANEEL-PD-00097-4914","ANEEL","2015-08-21","2017-08-20",730,"Hidrogênio Solar Renovável para Resfriamento de Geradores de UTEs","EM ATRASO",1250280,1246854.57534247,"COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,226078.02739726,625140,395636.547945205,0,"hidrogenio solar renovavel para resfriamento de geradores de utes geracao geracao termeletrica","5.1",2.1,"sim"
"1047",1047,"ANEEL-PD-00082-0001","ANEEL","2015-08-31","2018-08-09",1074,"PLATAFORMA EXPERIMENTAL DE AUTOMAÇÃO DE ALIMENTADORES DE DISTRIBUIÇÃO DA COCEL","CONCLUÍDO",1099518,1096446.72067039,"Companhia Campolarguense de Energia","Empresa Privada","Não se Aplica","Companhia Campolarguense de Energia","Empresa Privada","PR","S","Publicamente Orientado",NA,0,0,124898.69273743,373672.318435754,372648.558659218,0,"plataforma experimental de automacao de alimentadores de distribuicao da cocel distribuicao operacao de sistemas de energia eletrica","nenhuma categoria encontrada",6.2,"sim"
"1048",1048,"ANEEL-PD-00097-0314","ANEEL","2015-09-14","2017-05-14",608,"Elastômero com uso de resíduo sólido da Usina Termelétrica Presidente Médici (UTPMCandiota)como carga na formulação","EM ATRASO",405823,404488.055921053,"COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,72086.9802631579,243627.294407895,88773.78125,0,"elastomero com uso de residuo solido da usina termeletrica presidente medici (utpmcandiota)como carga na formulacao geracao meio ambiente","3.4",2.2,"sim"
"1049",1049,"ANEEL-PD-02866-0274","ANEEL","2015-10-01","2020-11-08",1865,"METODOLOGIA DE MANUTENÇÃO PREVENTIVA PARA DEFINIR A PERIODICIDADE DA SUBSTITUIÇÃO DE EQUIPAMENTOS E ACESSÓRIOS POLIMÉRICOS USADOS EM REDES AÉREAS PROTEGIDAS E NUAS","CONCLUÍDO",2258892,2252835.98927614,"COPEL DISTRIBUIÇÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,110219.395174263,442088.782841823,440877.580697051,377895.069168901,"metodologia de manutencao preventiva para definir a periodicidade da substituicao de equipamentos e acessorios polimericos usados em redes aereas protegidas e nuas distribuicao seguranca","nenhuma categoria encontrada",6.2,"sim"
"1050",1050,"ANEEL-PD-02866-0332","ANEEL","2015-10-01","2018-09-30",1095,"ESTUDO DE TILLANDSIA SPP. (BROMELIACEAE) NAS REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA","EM ATRASO",3595478.34,3585627.71441096,"COPEL DISTRIBUIÇÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,298802.309534247,1198492.78,1195209.23813699,0,"estudo de tillandsia spp. (bromeliaceae) nas redes de distribuicao de energia eletrica distribuicao meio ambiente","6.2",6.2,"sim"
"1051",1051,"ANEEL-PD-02866-0378","ANEEL","2015-10-01","2020-08-03",1768,"DESPACHO DE MICROGERAÇÃO DISTRIBUÍDA","CONCLUÍDO",3387324,3377744.4638009,"COPEL DISTRIBUIÇÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,174347.558823529,699306.142533937,697390.235294118,411920.056561086,"despacho de microgeracao distribuida distribuicao operacao de sistemas de energia eletrica","nenhuma categoria encontrada",6.2,"sim"
"1052",1052,"ANEEL-PD-00097-0414","ANEEL","2015-10-02","2018-04-02",913,"Desenvolvimento de um microgerador termoelétrico para captação de energias residuais (termoeletricidade) e nacionalização de materiais termoelétricos","EM ATRASO",863134,860297.853231106,"COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,85084.4030668127,345064.52354874,344119.141292443,0,"desenvolvimento de um microgerador termoeletrico para captacao de energias residuais (termoeletricidade) e nacionalizacao de materiais termoeletricos geracao fontes alternativas de geracao de energia eletrica","nenhuma categoria encontrada",3.7,"sim"
"1053",1053,"ANEEL-PD-06072-0327","ANEEL","2015-10-08","2020-11-19",1869,"Gestão da Operação em Momentos de Crise.","CONCLUÍDO",1270216.5,1266818.38202247,"CELG DISTRIBUIÇÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,57088.3820224719,248062.612359551,247382.988764045,219518.421348315,"gestao da operacao em momentos de crise. distribuicao operacao de sistemas de energia eletrica","nenhuma categoria encontrada",6.2,"sim"
"1054",1054,"ANEEL-PD-06072-0370","ANEEL","2015-10-13","2020-11-30",1875,"Sistema Preditivo de Localização de Falta na Média Tensão.","CONCLUÍDO",1514578.9,1510540.02293333,"CELG DISTRIBUIÇÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,63814.2576533333,294838.025866667,294030.250453333,269796.988053333,"sistema preditivo de localizacao de falta na media tensao. distribuicao operacao de sistemas de energia eletrica","nenhuma categoria encontrada",6.2,"sim"
"1055",1055,"ANEEL-PD-06072-0288","ANEEL","2015-10-13","2018-03-16",885,"Avaliação qualitativa de posicionamento de rede baseado em imagens utilizando visão computacional.","CONCLUÍDO",814141.95,811382.146779661,"CELG DISTRIBUIÇÃO S.A.","Empresa Privada","Não se Aplica","CELG DISTRIBUIÇÃO S.A.","Empresa Privada","GO","CO","Publicamente Orientado",NA,0,0,72674.8181355932,335776.058474576,334856.124067797,0,"avaliacao qualitativa de posicionamento de rede baseado em imagens utilizando visao computacional. distribuicao outros","6.2",6.2,"sim"
"1056",1056,"ANEEL-PD-00082-0002","ANEEL","2015-10-20","2019-10-09",1450,"PLATAFORMA EXPERIMENTAL DE AUTOMAÇÃO DE ALIMENTADORES DE DISTRIBUIÇÃO DA COCEL","CONCLUÍDO",1099518,1096484.84689655,"Companhia Campolarguense de Energia","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,54596.755862069,276775.220689655,276016.932413793,0,"plataforma experimental de automacao de alimentadores de distribuicao da cocel distribuicao operacao de sistemas de energia eletrica","nenhuma categoria encontrada",6.2,"sim"
"1057",1057,"ANEEL-PD-00405-0012","ANEEL","2015-10-26","2019-12-26",1522,"Desenvolvimento de sistema computacional de despacho otimizado e automático de serviços utilizando monitoramento on-line baseado em rede inovadora de comunicação híbrida com meios alternativos","CONCLUÍDO",7532815,7513017.85151117,"ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,326652.950065703,1806489.79960578,1801540.51248357,0,"desenvolvimento de sistema computacional de despacho otimizado e automatico de servicos utilizando monitoramento on-line baseado em rede inovadora de comunicacao hibrida com meios alternativos distribuicao supervisao, controle e protecao de sistemas de energia eletrica","6.2",6.2,"sim"
"1058",1058,"ANEEL-PD-02651-0011","ANEEL","2015-10-27","2020-12-17",1878,"Tecnologia de sensores em fibras optica para supervisao, controle e protecao de sistemas de energia eletrica- TECCON 2.","CONCLUÍDO",4050898.6,4040113.4599574,"Empresa Amazonense de Transmissão de Energia S.A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,140206.820553781,787315.223109691,785158.195101171,757116.830990415,"tecnologia de sensores em fibras optica para supervisao, controle e protecao de sistemas de energia eletrica- teccon 2. transmissao supervisao, controle e protecao de sistemas de energia eletrica","6.2",6.2,"sim"
"1059",1059,"ANEEL-PD-00405-1507","ANEEL","2015-10-27","2020-03-09",1595,"Automação e Reformulação Inteligente da rede de distribuição para enfrentar o desafio da melhoria contínua dos Indicadores de Continuidade","CONCLUÍDO",1834000,1828250.78369906,"ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,0,0,74739.8119122257,419692.789968652,418542.946708464,78189.34169279,"automacao e reformulacao inteligente da rede de distribuicao para enfrentar o desafio da melhoria continua dos indicadores de continuidade distribuicao qualidade e confiabilidade dos servicos de energia eletrica","6.2",6.2,"sim"
"1060",1060,"ANEEL-PD-00404-1511","ANEEL","2015-10-27","2019-05-08",1289,"Concepção de Modelo e Software para Alocação Otimizada de Reatores em Alimentadores Primários e Priorização de Ações Visando a Redução das Perdas Técnicas","CONCLUÍDO",1399320,1394977.65709853,"ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.","Empresa Privada","Não se Aplica","ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.","Empresa Privada","MS","CO","Publicamente Orientado",NA,0,0,70563.0721489527,396238.789759503,395153.204034135,0,"concepcao de modelo e software para alocacao otimizada de reatores em alimentadores primarios e priorizacao de acoes visando a reducao das perdas tecnicas distribuicao medicao, faturamento e combate a perdas comerciais","nenhuma categoria encontrada",6.2,"sim"
