"","X","id","fonte_de_dados","data_assinatura","data_limite","duracao_dias","titulo_projeto","status_projeto","valor_contratado","valor_executado_2013_2020","nome_agente_financiador","natureza_agente_financiador","modalidade_financiamento","nome_agente_executor","natureza_agente_executor","uf_ag_executor","regiao_ag_executor","natureza_financiamento","p.d_ou_demonstracao","valor_executado_2013","valor_executado_2014","valor_executado_2015","valor_executado_2016","valor_executado_2017","valor_executado_2020","motor","categorias","cat2","existe"
"297",297,"ANEEL-PD-00044-0021","ANEEL","2011-09-21","2013-09-20",730,"Sistema Multi-robôs Aéreos para Inspeção de Linhas de Distribuição de Energia Elétrica","CANCELADO",660960,237221.260273973,"EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,237221.260273973,0,0,0,0,0,"sistema multi-robos aereos para inspecao de linhas de distribuicao de energia eletrica distribuicao supervisao, controle e protecao de sistemas de energia eletrica","6.2",NA,"não"
"298",298,"ANEEL-PD-05457-1101","ANEEL","2011-09-21","2014-03-22",913,"Um sistema para auxílio ao operador no tratamento de eventos em redes elétricas.","EM ATRASO",1431120,695966.352683461,"LT Triângulo S.A","Empresa Privada","Não se Aplica","LT Triângulo S.A","Empresa Privada","RJ","SE","Publicamente Orientado",NA,570567.009857612,125399.342825849,0,0,0,0,"um sistema para auxilio ao operador no tratamento de eventos em redes eletricas. transmissao supervisao, controle e protecao de sistemas de energia eletrica","6.2",6.2,"sim"
"299",299,"ANEEL-PD-00044-0023","ANEEL","2011-09-22","2013-09-21",730,"Ambiente Virtual Adaptativo baseado em Simulação e Agentes Tutores Inteligentes para Treinamento de Operadores de Subestações","CANCELADO",424360,152885.863013699,"EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,152885.863013699,0,0,0,0,0,"ambiente virtual adaptativo baseado em simulacao e agentes tutores inteligentes para treinamento de operadores de subestacoes distribuicao operacao de sistemas de energia eletrica","nenhuma categoria encontrada",NA,"não"
"300",300,"ANEEL-PD-05697-4510","ANEEL","2011-09-23","2018-01-17",2308,"Metodologia de Análise Estocástica para Apoio à Decisão na Comercialização de Energia de Fontes Alternativas com Técnica de Aversão a Risco","CONCLUÍDO",901968,717900.873483536,"CELESC DISTRIBUIÇÃO S.A","Empresa Privada","Não se Aplica","CELESC DISTRIBUIÇÃO S.A","Empresa Privada","SC","S","Publicamente Orientado",NA,142251.452339688,142251.452339688,142251.452339688,142642.253032929,142251.452339688,0,"metodologia de analise estocastica para apoio a decisao na comercializacao de energia de fontes alternativas com tecnica de aversao a risco distribuicao fontes alternativas de geracao de energia eletrica","nenhuma categoria encontrada",3.7,"sim"
"301",301,"ANEEL-PD-05697-4210","ANEEL","2011-09-23","2018-01-16",2307,"Usina Distrital de Geração Distribuída de Energia Renovável","CONCLUÍDO",1399545.76,1113812.75048114,"CELESC DISTRIBUIÇÃO S.A","Empresa Privada","Não se Aplica","CELESC DISTRIBUIÇÃO S.A","Empresa Privada","SC","S","Publicamente Orientado",NA,220821.26425661,220821.26425661,220821.26425661,221427.916081491,220821.26425661,0,"usina distrital de geracao distribuida de energia renovavel geracao fontes alternativas de geracao de energia eletrica","nenhuma categoria encontrada",3.7,"sim"
"302",302,"ANEEL-PD-05697-4310","ANEEL","2011-09-23","2015-09-23",1461,"Metodologia de Mapeamento e Análise do Potencial Geotérmico do Estado de Santa Catarina como Fonte Alternativa de Geração de Energia Elétrica","CANCELADO",9929019.79,6748471.3562423,"CELESC DISTRIBUIÇÃO S.A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,2473759.89292266,2473759.89292266,1800951.57039699,0,0,0,"metodologia de mapeamento e analise do potencial geotermico do estado de santa catarina como fonte alternativa de geracao de energia eletrica distribuicao fontes alternativas de geracao de energia eletrica","nenhuma categoria encontrada",3.5,"sim"
"303",303,"ANEEL-PD-05697-4410","ANEEL","2011-09-23","2013-09-22",730,"Utilização da Energia Solar em Sistemas Fotovoltaicos Multifuncionais Operando em Redes Inteligentes","CANCELADO",3953560,1429780.60273973,"CELESC DISTRIBUIÇÃO S.A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,1429780.60273973,0,0,0,0,0,"utilizacao da energia solar em sistemas fotovoltaicos multifuncionais operando em redes inteligentes distribuicao eficiencia energetica","""1.4"", ""3.1""",3.1,"sim"
"304",304,"ANEEL-PD-00051-0200","ANEEL","2011-09-26","2013-03-26",547,"Monitoramento remoto de transformadores de Rede de Distribuição Subterrânea através de tecnologia de fibra óptica","CANCELADO",1007810,154764.241316271,"DME DISTRIBUIÇÃO S.A. - DMED","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,154764.241316271,0,0,0,0,0,"monitoramento remoto de transformadores de rede de distribuicao subterranea atraves de tecnologia de fibra optica distribuicao supervisao, controle e protecao de sistemas de energia eletrica","6.2",NA,"não"
"305",305,"ANEEL-PD-04950-0365","ANEEL","2011-09-26","2019-02-06",2690,"D365 - DE - Manejo Integrado de Vegetação em Faixa de Passagem de Linha de Transmissão","CONCLUÍDO",1698910.16,1402706.12095167,"CEMIG DISTRIBUIÇÃO S.A","Empresa Privada","Não se Aplica","CEMIG DISTRIBUIÇÃO S.A","Empresa Privada","MG","SE","Publicamente Orientado",NA,229889.701947955,229889.701947955,229889.701947955,230521.267063197,229889.701947955,0,"d365 - de - manejo integrado de vegetacao em faixa de passagem de linha de transmissao distribuicao meio ambiente","6.2",6.2,"sim"
"306",306,"ANEEL-PD-04951-0351","ANEEL","2011-09-27","2015-04-24",1305,"PA -Sistema de Construção de Cenários de Operação do SIN com base em Previsões Climatológicas e Hidrológicas de Longo Prazo","CONCLUÍDO",1220704.4,786676.168888889,"CEMIG GERAÇÃO E TRANSMISSÃO S.A","Empresa Privada","Não se Aplica","CEMIG GERAÇÃO E TRANSMISSÃO S.A","Empresa Privada","MG","SE","Publicamente Orientado",NA,340487.664061303,340487.664061303,105700.840766284,0,0,0,"pa -sistema de construcao de cenarios de operacao do sin com base em previsoes climatologicas e hidrologicas de longo prazo geracao operacao de sistemas de energia eletrica","nenhuma categoria encontrada",3.6,"sim"
"307",307,"ANEEL-PD-00044-0024","ANEEL","2011-09-27","2013-09-26",730,"Sistema Eletrônico Embarcado para Diagnostico das Condições de Aterramento de Subestações Energizadas","CANCELADO",918080,337048.547945205,"EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,337048.547945205,0,0,0,0,0,"sistema eletronico embarcado para diagnostico das condicoes de aterramento de subestacoes energizadas distribuicao supervisao, controle e protecao de sistemas de energia eletrica","6.2",NA,"não"
"308",308,"ANEEL-PD-00369-0005","ANEEL","2011-09-28","2013-09-27",730,"Pesquisa operacional e inteligência computacional aplicada à logística de atendimento aos usuários de Distribuidoras de Energia","CANCELADO",604668.71,222816.278068493,"ENERGISA RONDÔNIA - DISTRIBUIDORA DE ENERGIA S.A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,222816.278068493,0,0,0,0,0,"pesquisa operacional e inteligencia computacional aplicada a logistica de atendimento aos usuarios de distribuidoras de energia distribuicao seguranca","nenhuma categoria encontrada",NA,"não"
"309",309,"ANEEL-PD-00383-0054","ANEEL","2011-09-28","2013-09-27",730,"Desenvolvimento de Cabeça de Serie de Sistema de Corte/Religamento de Consumidores Classe A utilizando tecnologia bluetooth","CANCELADO",2640000,972821.917808219,"AMPLA ENERGIA E SERVIÇOS S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,972821.917808219,0,0,0,0,0,"desenvolvimento de cabeca de serie de sistema de corte/religamento de consumidores classe a utilizando tecnologia bluetooth distribuicao operacao de sistemas de energia eletrica","nenhuma categoria encontrada",NA,"não"
"310",310,"ANEEL-PD-00064-1027","ANEEL","2011-09-29","2013-09-28",730,"Arranjos Técnicos e Comerciais para um Mercado Sul-americano de Energia Elétrica","CANCELADO",9796592.1,3623397.07808219,NA,"Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,3623397.07808219,0,0,0,0,0,"arranjos tecnicos e comerciais para um mercado sul-americano de energia eletrica comercializacao outros","nenhuma categoria encontrada",NA,"não"
"311",311,"ANEEL-PD-00043-1211","ANEEL","2011-09-30","2017-06-13",2083,"Desenvolvimento e implementações de provas de conceito de Redes Inteligentes (RI) em localidade piloto com elevadas restrições ambientais - Caso Ilha de Fernando de Noronha (IFN)","CONCLUÍDO",17579877.85,13672300.5842535,"COMPANHIA ENERGÉTICA DE PERNAMBUCO","Empresa Privada","Não se Aplica","COMPANHIA ENERGÉTICA DE PERNAMBUCO","Empresa Privada","PE","NE","Publicamente Orientado",NA,3072047.7855977,3072047.7855977,3072047.7855977,3080487.47731637,1375669.75014402,0,"desenvolvimento e implementacoes de provas de conceito de redes inteligentes (ri) em localidade piloto com elevadas restricoes ambientais - caso ilha de fernando de noronha (ifn) distribuicao outros","nenhuma categoria encontrada",6.2,"sim"
"312",312,"ANEEL-PD-04950-0438","ANEEL","2011-10-03","2019-02-11",2688,"Desenvolvimento de novos coletores solares para sistemas solares de condicionamento de ar e refrigeração","CONCLUÍDO",3469778.4,2873410.2375,"CEMIG DISTRIBUIÇÃO S.A","Empresa Privada","Não se Aplica","CEMIG DISTRIBUIÇÃO S.A","Empresa Privada","MG","SE","Publicamente Orientado",NA,469865.825,469865.825,469865.825,471156.665178571,469865.825,0,"desenvolvimento de novos coletores solares para sistemas solares de condicionamento de ar e refrigeracao distribuicao eficiencia energetica","1.4",1.2,"sim"
"313",313,"ANEEL-PD-02866-0242","ANEEL","2011-10-10","2014-12-20",1167,"Desenvolvimento de Produtos para a Limpeza de Equipamentos de Linha Viva","CONCLUÍDO",750560,461140.976863753,"COPEL DISTRIBUIÇÃO S.A.","Empresa Privada","Não se Aplica","COPEL DISTRIBUIÇÃO S.A.","Empresa Privada","PR","S","Publicamente Orientado",NA,234107.832047986,227033.144815767,0,0,0,0,"desenvolvimento de produtos para a limpeza de equipamentos de linha viva distribuicao seguranca","nenhuma categoria encontrada",6.2,"sim"
"314",314,"ANEEL-PD-00405-0007","ANEEL","2011-10-13","2013-10-12",730,"Modelagem, simulação computacional e construção de um regulador automático de tensão à núcleo saturado em escala real.","EM ATRASO",1734800,674908.493150685,"ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,674908.493150685,0,0,0,0,0,"modelagem, simulacao computacional e construcao de um regulador automatico de tensao a nucleo saturado em escala real. distribuicao operacao de sistemas de energia eletrica","nenhuma categoria encontrada",6.2,"sim"
"315",315,"ANEEL-PD-00405-0008","ANEEL","2011-10-13","2013-10-12",730,"Avaliação Técnica e Econômica de Transformadores de Distribuição Eficientes.","CANCELADO",1098629.41,427411.989643836,"ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,427411.989643836,0,0,0,0,0,"avaliacao tecnica e economica de transformadores de distribuicao eficientes. distribuicao supervisao, controle e protecao de sistemas de energia eletrica","6.2",NA,"não"
"316",316,"ANEEL-PD-00398-0002","ANEEL","2011-10-13","2015-07-14",1370,"Desenvolvimento de Conversores Estáticos de Potência para Conversão de Sistemas de Tensão Monofásica para Sistema Trifásico","CONCLUÍDO",208660,140426.656934307,"CENTRAIS ELÉTRICAS DE CARAZINHO SA","Empresa Privada","Não se Aplica","CENTRAIS ELÉTRICAS DE CARAZINHO SA","Empresa Privada","RS","S","Publicamente Orientado",NA,55439.5912408759,55439.5912408759,29547.4744525547,0,0,0,"desenvolvimento de conversores estaticos de potencia para conversao de sistemas de tensao monofasica para sistema trifasico distribuicao qualidade e confiabilidade dos servicos de energia eletrica","nenhuma categoria encontrada",6.2,"sim"
"317",317,"ANEEL-PD-04951-0453","ANEEL","2011-10-17","2018-08-19",2498,"Desenvolvimento de sistema de purificação do biogás visando a geração de energia elétrica a partir da metanização da vinhaça.","CONCLUÍDO",1374740.37,1128739.99154123,"CEMIG GERAÇÃO E TRANSMISSÃO S.A","Empresa Privada","Não se Aplica","CEMIG GERAÇÃO E TRANSMISSÃO S.A","Empresa Privada","MG","SE","Publicamente Orientado",NA,200322.455836669,200322.455836669,200322.455836669,200872.792253803,200322.455836669,0,"desenvolvimento de sistema de purificacao do biogas visando a geracao de energia eletrica a partir da metanizacao da vinhaca. geracao eficiencia energetica","""1.4"", ""3.4""",6.1,"sim"
"318",318,"ANEEL-PD-00402-0511","ANEEL","2011-10-19","2014-10-18",1095,"Substituição de banco de baterias de subestações por meio de utilização de célula à..combustível.","EM ATRASO",1467732,876618.016438356,"ELETROSUL CENTRAIS ELÉTRICAS S/A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,487903.605479452,388714.410958904,0,0,0,0,"substituicao de banco de baterias de subestacoes por meio de utilizacao de celula a..combustivel. geracao fontes alternativas de geracao de energia eletrica","nenhuma categoria encontrada",6.3,"sim"
"319",319,"ANEEL-PD-00402-0611","ANEEL","2011-10-19","2013-10-18",730,"Projeto e Desenvolvimento de um Sistema de Medição e Registro Eletrônico e Mecânico da Dados de Velocidade Máxima de Ventos em Torres de Transmissão","EM ATRASO",630409,250436.452054794,"ELETROSUL CENTRAIS ELÉTRICAS S/A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,250436.452054794,0,0,0,0,0,"projeto e desenvolvimento de um sistema de medicao e registro eletronico e mecanico da dados de velocidade maxima de ventos em torres de transmissao transmissao supervisao, controle e protecao de sistemas de energia eletrica","6.2",6.2,"sim"
"320",320,"ANEEL-PD-04951-0399","ANEEL","2011-10-20","2019-07-26",2836,"GT399 - PA - Desenvolvimento de índices georeferenciados da qualidade das águas e caracterização sócio-ambiental da região de reservatórios em cascata: Volta Grande e Jaguara","CONCLUÍDO",3015837.5,2542618.9924189,"CEMIG GERAÇÃO E TRANSMISSÃO S.A","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,387082.105077574,387082.105077574,387082.105077574,388145.517454161,387082.105077574,0,"gt399 - pa - desenvolvimento de indices georeferenciados da qualidade das aguas e caracterizacao socio-ambiental da regiao de reservatorios em cascata: volta grande e jaguara geracao meio ambiente","nenhuma categoria encontrada",6.1,"sim"
"321",321,"ANEEL-PD-05160-1102","ANEEL","2011-10-20","2014-10-19",1095,"Planejamento e Operaçao da Automaçao de Equipamentos de Manobra em Redes de Distribuiçao","CANCELADO",2077730.04,1242843.08328767,"CEB DISTRIBUIÇÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,690679.209643836,552163.873643836,0,0,0,0,"planejamento e operacao da automacao de equipamentos de manobra em redes de distribuicao distribuicao supervisao, controle e protecao de sistemas de energia eletrica","""6.2"", ""7.1""",NA,"não"
"322",322,"ANEEL-PD-05160-1105","ANEEL","2011-10-20","2016-10-25",1832,"Método de dimensionamento de transformadores que atendem a prédios residenciais multi-familiares em RDA e RDS","CONCLUÍDO",787498.44,597501.545633188,"CEB DISTRIBUIÇÃO S.A.","Empresa Privada","Não se Aplica","CEB DISTRIBUIÇÃO S.A.","Empresa Privada","DF","CO","Publicamente Orientado",NA,156468.030655022,156468.030655022,156468.030655022,128097.453668122,0,0,"metodo de dimensionamento de transformadores que atendem a predios residenciais multi-familiares em rda e rds distribuicao planejamento de sistemas de energia eletrica","7.1",7.1,"sim"
"323",323,"ANEEL-PD-05160-1108","ANEEL","2011-10-21","2013-10-20",730,"Desenvolvimento, quantificação e implantação de sistema para minimização de perdas técnicas por reativos em transformadores e cabos do sistema reticulado de distribuição","CANCELADO",962481.71,384992.684,"CEB DISTRIBUIÇÃO S.A.","Empresa Privada","Não se Aplica",NA,"Empresa Privada",NA,NA,"Publicamente Orientado",NA,384992.684,0,0,0,0,0,"desenvolvimento, quantificacao e implantacao de sistema para minimizacao de perdas tecnicas por reativos em transformadores e cabos do sistema reticulado de distribuicao distribuicao medicao, faturamento e combate a perdas comerciais","nenhuma categoria encontrada",NA,"não"
"324",324,"ANEEL-PD-05160-1107","ANEEL","2011-10-21","2016-11-07",1844,"Sistema de diagnóstico com técnicas avançadas de avaliação quantitativa e qualitativa do estado de transformadores de potência.","CONCLUÍDO",1609367.78,1224481.01699566,"CEB DISTRIBUIÇÃO S.A.","Empresa Privada","Não se Aplica","CEB DISTRIBUIÇÃO S.A.","Empresa Privada","DF","CO","Publicamente Orientado",NA,317684.312321041,317684.312321041,317684.312321041,271428.080032538,0,0,"sistema de diagnostico com tecnicas avancadas de avaliacao quantitativa e qualitativa do estado de transformadores de potencia. distribuicao supervisao, controle e protecao de sistemas de energia eletrica","6.2",6.2,"sim"
